latitude,longitude,dist_to_ac_1,dist_to_ac_3,dist_to_hydro_1,dist_to_hydro_3,install_year_hydro_3,dist_to_busline_1,dist_to_busline_3,dist_to_busstop_1,dist_to_busstop_3,dist_to_metroline_1,dist_to_metroline_3,dist_to_metrostop_1,dist_to_metrostop_3,lashade_ua_pop,lashade_cbg_pop,lashade_acs_pop,lashade_biome,lashade_tc_goal,lashade_treecanopy,lashade_tc_gap,lashade_pctpoc,lashade_pctpov,lashade_unemplrate,lashade_dep_ratio,lashade_dep_perc,lashade_linguistic,lashade_health_nor,lashade_temp_diff,lashade_tes,lashade_holc_grade,lashade_child_perc,lashade_seniorperc,lashade_ej_disadva,lashade_rank,lashade_rankgrpsz,lashade_bld1200,lashade_veg1200,lashade_bld1500,lashade_veg1500,lashade_bld1800,lashade_veg1800,lashade_tot1200,lashade_tot1500,lashade_tot1800,dist_to_venue1,closest_venue_sport,dist_to_venue3,cva_population,cva_children,cva_older_adults,cva_older_adults_living_alone,cva_limited_english,cva_no_high_school_diploma,cva_female,cva_female_householder,cva_disability,cva_no_health_insurance,cva_living_in_group_quarters,cva_mobile_homes,cva_rent_burden,cva_renters,cva_median_income,cva_poverty,cva_households_without_vehicle_acce,cva_outdoor_workers,cva_unemployed,cva_foreign_born,cva_no_internet_subscription,cva_voter_turnout_rate,cva_sovi_score,cva_asthma,cva_cardiovascular_disease,cva_transit_access,pm25,pm25_percentile,tree_percent_w,urban_heat_idx,urban_heat_idx_percentile,dist_to_vacant_park_1,dist_to_vacant_park_3,dist_to_vacant_street_1,dist_to_vacant_street_3,land_surface_temp_c
34.01691522373401,-118.28099533904654,2.7840710972246034,3.5276907161104094,1.67218200818132,1.9274156594001794,2020,0.039941417613214784,0.08672261936343166,0.11871614466137943,0.136190339646585,0.15411759433167582,0.8030000275973684,0.46124232418158834,0.6940587822712226,12235584,4704,3776.0,Mediterranean,0.3,0.1617,0.1383,0.589777542372881,0.612456747404844,0.249382716049383,0.028602560610188,0.027807203389831,0.0,0.5266777056419,-5.15,79,D,0.027807203389831,0.0,,1235.0,2675,0.0081,0.3142,0.1079,0.3242,0.387,0.327,0.3223,0.4321,0.7133,0.4868853222004158,Badminton,0.5682113462611669,4199,76.6,0.0,0.0,9.4,0.0,53.2,3.4,1.6,2.0,90.7,0.0,66.7,100.0,8264,82.4,42.7,0.0,31.7,21.9,35.9,43.7,-2.23,25.3,5.4,100.0,,,4.1,4352.2,0.435897435897436,0.3445220203702291,0.34950848302285703,0.08072625527108118,0.11612643707276676,
34.01691522373401,-118.27924916471542,2.652922692179197,3.3945969727509553,1.5505149367971085,1.8896046174290997,2020,0.09751128004007051,0.142524249929509,0.10311274329561779,0.1855549015473735,0.2088688775979602,0.8151001180129764,0.5870330173254611,0.782741466464045,12235584,1587,2136.0,Mediterranean,0.25,0.0361,0.2139,0.883895131086142,0.757022471910112,0.298117154811715,0.295330503335355,0.227996254681648,0.144225188624492,0.633206421457944,3.68,56,D,0.172284644194757,0.055711610486891,Yes,2585.0,2675,0.0027,0.1337,0.0628,0.1451,0.3429,0.1776,0.1364,0.2079,0.5199,0.48301013089402667,Badminton,0.6491181160300731,3339,25.6,11.2,5.5,45.3,43.1,44.8,22.5,19.8,18.2,25.4,0.0,67.3,92.0,29226,55.0,33.9,11.1,14.4,36.2,43.4,33.8,-0.44,41.7,5.7,100.0,12.08083341,0.170410783055199,4.1,4508.8,0.448324681453516,0.5056545632296484,0.5094391437428815,0.0837244928391915,0.0993228006093404,45.84905395507815
34.01691522373401,-118.2775029903843,2.525268709752907,3.2641192970770425,1.4366745948621442,1.7624974163902956,2021,0.06990400251446403,0.10999080451033001,0.17483786577000485,0.20583975083507308,0.32582617742321524,0.8722294797273511,0.580447035548609,0.8864705605296651,12235584,1587,2136.0,Mediterranean,0.25,0.0361,0.2139,0.883895131086142,0.757022471910112,0.298117154811715,0.295330503335355,0.227996254681648,0.144225188624492,0.633206421457944,3.68,56,D,0.172284644194757,0.055711610486891,Yes,2585.0,2675,0.0027,0.1337,0.0628,0.1451,0.3429,0.1776,0.1364,0.2079,0.5199,0.5306272121517126,Badminton,0.7560008533538115,3339,25.6,11.2,5.5,45.3,43.1,44.8,22.5,19.8,18.2,25.4,0.0,67.3,92.0,29226,55.0,33.9,11.1,14.4,36.2,43.4,33.8,-0.44,41.7,5.7,100.0,12.08083341,0.170410783055199,4.1,4508.8,0.448324681453516,0.6668623278619352,0.6700120337513011,0.05515898432706167,0.07106757949448048,
34.01691522373401,-118.27575681605319,2.4016664239489476,3.136602701612579,1.3326682390834155,1.6376651414977312,2021,0.04556240824807903,0.04556240824807903,0.05459533108623781,0.13513419782104977,0.4715760046353275,0.9436851069855311,0.6174578471754414,0.9726238529734065,12235584,1587,2136.0,Mediterranean,0.25,0.0361,0.2139,0.883895131086142,0.757022471910112,0.298117154811715,0.295330503335355,0.227996254681648,0.144225188624492,0.633206421457944,3.68,56,D,0.172284644194757,0.055711610486891,Yes,2585.0,2675,0.0027,0.1337,0.0628,0.1451,0.3429,0.1776,0.1364,0.2079,0.5199,0.6179455252280803,Badminton,0.8812904366610791,3339,25.6,11.2,5.5,45.3,43.1,44.8,22.5,19.8,18.2,25.4,0.0,67.3,92.0,29226,55.0,33.9,11.1,14.4,36.2,43.4,33.8,-0.44,41.7,5.7,100.0,12.08083341,0.170410783055199,4.1,4508.8,0.448324681453516,0.8281013847863292,0.8308595793787958,0.06318165664395604,0.07964654034726239,
34.01691522373401,-118.27401064172207,2.282774074951153,3.012446308162964,1.2409709106731157,1.5201411545948529,2021,0.09913437317111648,0.09913437317111647,0.144111927487738,0.17529216874796794,0.6202584929263266,1.0168907368525932,0.691096273539793,1.045696646219395,12235584,1587,2136.0,Mediterranean,0.25,0.0361,0.2139,0.883895131086142,0.757022471910112,0.298117154811715,0.295330503335355,0.227996254681648,0.144225188624492,0.633206421457944,3.68,56,D,0.172284644194757,0.055711610486891,Yes,2585.0,2675,0.0027,0.1337,0.0628,0.1451,0.3429,0.1776,0.1364,0.2079,0.5199,0.7308714580126668,Badminton,1.0112131652829162,3339,25.6,11.2,5.5,45.3,43.1,44.8,22.5,19.8,18.2,25.4,0.0,67.3,92.0,29226,55.0,33.9,11.1,14.4,36.2,43.4,33.8,-0.44,41.7,5.7,100.0,12.08083341,0.170410783055199,4.1,4508.8,0.448324681453516,0.9893564346243832,0.9918492792330514,0.028140711771229968,0.04886226091646273,
34.01691522373401,-118.27226446739095,2.1693661868478746,2.892111053825696,1.161433281205592,1.4117991832125414,2021,0.15540837539500138,0.17688231173425048,0.19863697110036474,0.214030019316753,0.7637503700006775,1.0879580876133896,0.7912005812927738,1.1341137866661395,12235584,1561,1454.0,Mediterranean,0.25,0.1056,0.1444,1.0,0.68213296398892,0.083224967490247,0.464249748237664,0.317056396148556,0.144225188624492,0.633206421457944,5.07,72,D,0.204951856946355,0.112104539202201,Yes,1755.0,2675,0.0024,0.2039,0.0711,0.2256,0.4087,0.2573,0.2063,0.2967,0.666,0.8593686555833732,Badminton,1.1439591175462789,3339,25.6,11.2,5.5,45.3,43.1,44.8,22.5,19.8,18.2,25.4,0.0,67.3,92.0,29226,55.0,33.9,11.1,14.4,36.2,43.4,33.8,-0.44,41.7,5.7,100.0,12.08083341,0.170410783055199,4.1,4508.8,0.448324681453516,0.9545416731717102,1.0021060466879945,0.04717723795112157,0.05158591431706546,
34.01691522373401,-118.27051829305984,2.062347724848894,2.7761272079264874,1.0465038728333935,1.3149149028369413,2021,0.0764501238805186,0.07676529435123035,0.08671110146611546,0.10117152993660557,0.9004938478985983,1.1506218072424925,0.9090693563232891,1.2348551733370094,12235584,1561,1454.0,Mediterranean,0.25,0.1056,0.1444,1.0,0.68213296398892,0.083224967490247,0.464249748237664,0.317056396148556,0.144225188624492,0.633206421457944,5.07,72,D,0.204951856946355,0.112104539202201,Yes,1755.0,2675,0.0024,0.2039,0.0711,0.2256,0.4087,0.2573,0.2063,0.2967,0.666,0.9974371490313501,Badminton,1.2833793577748025,3339,25.6,11.2,5.5,45.3,43.1,44.8,22.5,19.8,18.2,25.4,0.0,67.3,92.0,29226,55.0,33.9,11.1,14.4,36.2,43.4,33.8,-0.44,41.7,5.7,100.0,12.08083341,0.170410783055199,4.1,4508.8,0.448324681453516,0.8588599521070113,0.9482850097033237,0.08517632846218652,0.10459289491038908,
34.01691522373401,-118.26877211872872,1.9627641055551235,2.6651006462579887,0.9452178626235337,1.2321251626902716,2021,0.0007831443453212707,0.022972088895344592,0.0531108959486685,0.06323538922152644,1.0402913053613538,1.2175463545357361,1.038672356205087,1.3455625202147263,12235584,1438,1135.0,Mediterranean,0.25,0.0982,0.1518,1.0,0.435176790571169,0.027027027027027,0.661786237188873,0.398237885462555,0.223562810503903,0.484390073732609,5.72,72,D,0.355066079295154,0.043171806167401,Yes,1755.0,2675,0.0017,0.1629,0.0688,0.1821,0.3644,0.2272,0.1646,0.251,0.5916,1.1416094902711682,Badminton,1.4274296349796727,7640,35.0,2.9,1.1,28.2,56.4,50.7,27.8,9.8,19.4,0.0,0.0,54.4,79.4,38353,33.2,21.5,9.6,8.6,49.9,40.2,56.0,1.85,63.5,9.6,100.0,12.09845951,0.158215661103979,4.1,5231.5,0.499370772376907,0.7849602783918258,0.8772971209981311,0.09791426327716601,0.10004940149981245,
34.01691522373401,-118.2670259443976,1.8718023507695678,2.559716211616058,0.8623958619182309,1.1662879754207869,2021,0.07906898927679962,0.12400770874158222,0.07356797527432363,0.12303137667652718,1.1859532109058566,1.2882348047734682,1.1761368400748993,1.3958706453759067,12235584,1438,1135.0,Mediterranean,0.25,0.0982,0.1518,1.0,0.435176790571169,0.027027027027027,0.661786237188873,0.398237885462555,0.223562810503903,0.484390073732609,5.72,72,D,0.355066079295154,0.043171806167401,Yes,1755.0,2675,0.0017,0.1629,0.0688,0.1821,0.3644,0.2272,0.1646,0.251,0.5916,1.2898405219768885,Badminton,1.5748047248846724,7640,35.0,2.9,1.1,28.2,56.4,50.7,27.8,9.8,19.4,0.0,0.0,54.4,79.4,38353,33.2,21.5,9.6,8.6,49.9,40.2,56.0,1.85,63.5,9.6,100.0,12.09845951,0.158215661103979,4.1,5231.5,0.499370772376907,0.7394027791490395,0.8134137798462856,0.02844179310761919,0.04235011977545563,50.68184814453127
