latitude,longitude,canopy_gap,canopy_percent_of_goal,tree_percent_w,pm25,env_exposure_index,avg_transport_access,lashade_pctpov,lashade_health_nor,lashade_seniorperc,lashade_pctpoc
33.7,-118.63473871235648,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,27.8684684370738,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.7,-118.6084669383862,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,25.71567175255356,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.7,-118.5821951644159,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,23.588590260782354,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.7,-118.5559233904456,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,21.495406570001077,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.7,-118.5296516164753,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,19.466410628327683,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.7,-118.503379842505,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,17.522071151690085,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.7,-118.47710806853472,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,15.695617407061585,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.7,-118.45083629456444,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,14.033043779697758,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.7,-118.42456452059412,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,12.59985820966061,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.7,-118.39829274662384,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,11.067456470866455,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.7,-118.37202097265354,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,9.72543020932988,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.7,-118.34574919868324,0.1357,0.5476648411171964,0.0,9.867044703,0.6911905446029043,8.117878810256279,0.096774193548387,0.292219530858255,0.467741935483871,0.291935483870968
33.7,-118.31947742471296,0.1357,0.5476648411171964,0.0,9.867044703,0.6911905446029043,5.98434560016664,0.096774193548387,0.292219530858255,0.467741935483871,0.291935483870968
33.7,-118.29320565074266,0.1605,0.357998568005728,0.0,9.867044703,0.8049174971918375,4.446448990916617,0.344173441734417,0.356656518155084,0.115173674588665,0.742230347349177
33.7,-118.26693387677236,0.1605,0.357998568005728,0.0,9.867044703,0.8049174971918375,4.736279765372412,0.344173441734417,0.356656518155084,0.115173674588665,0.742230347349177
33.7,-118.24066210280208,0.2893,0.035666547778174074,0.0,9.867044703,0.664999149789159,5.77946688956771,1.0,0.773284043257559,1.0,1.0
33.7,-118.21439032883178,0.2893,0.035666547778174074,0.0,9.867044703,0.664999149789159,7.058295024145589,1.0,0.773284043257559,1.0,1.0
33.7,-118.18811855486148,0.2893,0.035666547778174074,0.0,9.867044703,0.664999149789159,8.010329751390541,1.0,0.773284043257559,1.0,1.0
33.7,-118.1618467808912,0.2893,0.035666547778174074,0.0,9.867044703,0.664999149789159,9.1214218291665,1.0,0.773284043257559,1.0,1.0
33.7,-118.1355750069209,0.2893,0.035666547778174074,0.0,9.867044703,0.664999149789159,10.374748242509188,1.0,0.773284043257559,1.0,1.0
33.7,-118.1093032329506,0.2581,0.13966620111266298,0.0,9.867044703,0.6749320756848642,11.602679709514582,0.0,0.388394620534325,0.0,0.0
33.7,-118.08303145898032,0.2581,0.13966620111266298,0.0,9.867044703,0.6749320756848642,13.08702669573257,0.0,0.388394620534325,0.0,0.0
33.7,-118.05675968501002,0.2581,0.13966620111266298,0.0,9.867044703,0.6749320756848642,14.814168622534345,0.0,0.388394620534325,0.0,0.0
33.7,-118.03048791103971,0.2581,0.13966620111266298,0.0,9.867044703,0.6749320756848642,16.73168174001167,0.0,0.388394620534325,0.0,0.0
33.7,-118.00421613706943,0.2581,0.13966620111266298,0.0,9.867044703,0.6749320756848642,18.78812634142914,0.0,0.388394620534325,0.0,0.0
33.7,-117.97794436309914,0.2581,0.13966620111266298,0.0,9.867044703,0.6749320756848642,20.32946590935307,0.0,0.388394620534325,0.0,0.0
33.7,-117.95167258912883,0.2581,0.13966620111266298,0.0,9.867044703,0.6749320756848642,21.548470314841268,0.0,0.388394620534325,0.0,0.0
33.7,-117.92540081515855,0.2581,0.13966620111266298,0.0,9.867044703,0.6749320756848642,22.930424726992555,0.0,0.388394620534325,0.0,0.0
33.7,-117.89912904118826,0.2581,0.13966620111266298,0.0,9.867044703,0.6749320756848642,24.488520720408378,0.0,0.388394620534325,0.0,0.0
33.7,-117.87285726721797,0.031299999999999994,0.895663681121063,0.0,9.867044703,0.6521417274470702,26.219032538653565,0.0,0.40945072235188,0.0,0.0
33.7,-117.84658549324767,0.031299999999999994,0.895663681121063,0.0,9.867044703,0.6521417274470702,28.10142729661327,0.0,0.40945072235188,0.0,0.0
33.7,-117.82031371927738,0.031299999999999994,0.895663681121063,0.0,9.867044703,0.6521417274470702,30.106626117106572,0.0,0.40945072235188,0.0,0.0
33.7,-117.79404194530709,0.2157,0.2809990633364556,0.0,9.867044703,0.7279580661428597,32.16509544587136,0.146485093853515,0.233477559317362,0.165623849834376,0.831431726168568
33.7,-117.7677701713368,0.2157,0.2809990633364556,0.0,9.867044703,0.7279580661428597,34.17457516267341,0.146485093853515,0.233477559317362,0.165623849834376,0.831431726168568
33.7,-117.7414983973665,-0.1259,1.4196619344602186,0.0,9.867044703,0.6648983969598906,36.252881443590276,0.278425655976676,0.15656172261275,0.19533527696793,0.825072886297376
33.7,-117.7152266233962,-0.1259,1.4196619344602186,0.0,9.867044703,0.6648983969598906,38.38466354540619,0.278425655976676,0.15656172261275,0.19533527696793,0.825072886297376
33.7,-117.68895484942593,-0.1259,1.4196619344602186,0.0,9.867044703,0.6648983969598906,40.55859584135702,0.278425655976676,0.15656172261275,0.19533527696793,0.825072886297376
33.7,-117.66268307545562,-0.1259,1.4196619344602186,0.0,9.867044703,0.6648983969598906,42.76627036095226,0.278425655976676,0.15656172261275,0.19533527696793,0.825072886297376
33.72170952542933,-118.95,0.05159999999999998,0.8279972400092,0.0,9.867044703,0.6675211274789131,46.732645839142606,0.046059365404299,0.260522423095287,0.277379733879222,0.373080859774821
33.72170952542933,-118.92372822602972,0.05159999999999998,0.8279972400092,0.0,9.867044703,0.6675211274789131,45.25397351292829,0.046059365404299,0.260522423095287,0.277379733879222,0.373080859774821
33.72170952542933,-118.89745645205942,0.05159999999999998,0.8279972400092,0.0,9.867044703,0.6675211274789131,43.862946342089856,0.046059365404299,0.260522423095287,0.277379733879222,0.373080859774821
33.72170952542933,-118.87118467808912,0.05159999999999998,0.8279972400092,0.0,9.867044703,0.6675211274789131,42.55734046594289,0.046059365404299,0.260522423095287,0.277379733879222,0.373080859774821
33.72170952542933,-118.84491290411884,0.05159999999999998,0.8279972400092,0.0,9.867044703,0.6675211274789131,41.199117400189174,0.046059365404299,0.260522423095287,0.277379733879222,0.373080859774821
33.72170952542933,-118.81864113014854,0.05159999999999998,0.8279972400092,0.0,9.867044703,0.6675211274789131,39.93498342255047,0.046059365404299,0.260522423095287,0.277379733879222,0.373080859774821
33.72170952542933,-118.79236935617824,0.05159999999999998,0.8279972400092,0.0,9.867044703,0.6675211274789131,38.7699863379064,0.046059365404299,0.260522423095287,0.277379733879222,0.373080859774821
33.72170952542933,-118.76609758220796,-0.040000000000000036,1.1333295555681484,0.0,9.867044703,0.6698018667558561,37.60633008653033,0.064034151547492,0.260522423095287,0.242328042328042,0.198941798941799
33.72170952542933,-118.73982580823764,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,35.57680982194871,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.72170952542933,-118.71355403426736,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,33.494963373189414,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.72170952542933,-118.68728226029708,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,31.457897381741407,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.72170952542933,-118.66101048632676,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,29.341221006370905,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.72170952542933,-118.63473871235648,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,27.1023805264913,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.72170952542933,-118.6084669383862,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,24.893200203485694,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.72170952542933,-118.5821951644159,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,22.719943505255156,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.72170952542933,-118.5559233904456,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,20.565869671492134,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.72170952542933,-118.5296516164753,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,18.44601571304804,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.72170952542933,-118.503379842505,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,16.389072341915124,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.72170952542933,-118.47710806853472,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,14.416711737445583,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.72170952542933,-118.45083629456444,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,12.571982513168914,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.72170952542933,-118.42456452059412,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,10.937675036492983,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.72170952542933,-118.39829274662384,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,9.664560576116141,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.72170952542933,-118.37202097265354,0.05149999999999999,0.828330572231426,0.0,9.867044703,0.6777895048343304,8.340431751894783,0.027359017308766,0.220443333833768,0.347870702924577,0.553617239610056
33.72170952542933,-118.34574919868324,0.0031999999999999806,0.9893300355665483,0.0,9.867044703,0.6900721719532048,7.0996299225152795,0.012182387747999,0.220443333833768,0.258614688478942,0.272885485555169
33.72170952542933,-118.31947742471296,0.1357,0.5476648411171964,4.1,11.46491729,0.6220980880610077,5.176427143359811,0.096774193548387,0.292219530858255,0.467741935483871,0.291935483870968
33.72170952542933,-118.29320565074266,0.1605,0.357998568005728,4.1,11.67101336,0.7434391491263005,3.7981314416269742,0.344173441734417,0.356656518155084,0.115173674588665,0.742230347349177
33.72170952542933,-118.26693387677236,0.282,0.05999980000066667,0.0,9.867044703,0.661609850394286,4.097263713785861,0.0,0.20153410242762,0.094827586206897,0.637931034482759
33.72170952542933,-118.24066210280208,0.2893,0.035666547778174074,0.0,9.867044703,0.664999149789159,4.912549715757023,1.0,0.773284043257559,1.0,1.0
33.72170952542933,-118.21439032883178,0.2893,0.035666547778174074,0.0,9.867044703,0.664999149789159,5.763905875671267,1.0,0.773284043257559,1.0,1.0
33.72170952542933,-118.18811855486148,0.2893,0.035666547778174074,0.0,9.867044703,0.664999149789159,6.31406413657523,1.0,0.773284043257559,1.0,1.0
33.72170952542933,-118.1618467808912,0.2893,0.035666547778174074,0.0,9.867044703,0.664999149789159,7.423065002577299,1.0,0.773284043257559,1.0,1.0
33.72170952542933,-118.1355750069209,0.10469999999999999,0.5811976752092993,0.0,9.867044703,0.7463674593851365,8.575357432014746,0.056057866184448,0.320731006299378,0.300180831826401,0.157323688969258
33.72170952542933,-118.1093032329506,0.2581,0.13966620111266298,0.0,9.867044703,0.6749320756848642,9.846527995587449,0.0,0.388394620534325,0.0,0.0
33.72170952542933,-118.08303145898032,0.2581,0.13966620111266298,0.0,9.867044703,0.6749320756848642,11.519280809589752,0.0,0.388394620534325,0.0,0.0
33.72170952542933,-118.05675968501002,0.2581,0.13966620111266298,0.0,9.867044703,0.6749320756848642,13.440015195739706,0.0,0.388394620534325,0.0,0.0
33.72170952542933,-118.03048791103971,0.2581,0.13966620111266298,0.0,9.867044703,0.6749320756848642,15.543762441516362,0.0,0.388394620534325,0.0,0.0
33.72170952542933,-118.00421613706943,0.2581,0.13966620111266298,0.0,9.867044703,0.6749320756848642,17.752257997310178,0.0,0.388394620534325,0.0,0.0
33.72170952542933,-117.97794436309914,0.2581,0.13966620111266298,0.0,9.867044703,0.6749320756848642,19.112946253034664,0.0,0.388394620534325,0.0,0.0
33.72170952542933,-117.95167258912883,0.2581,0.13966620111266298,0.0,9.867044703,0.6749320756848642,20.316467085909334,0.0,0.388394620534325,0.0,0.0
33.72170952542933,-117.92540081515855,0.031299999999999994,0.895663681121063,0.0,9.867044703,0.6521417274470702,21.700341034524527,0.0,0.40945072235188,0.0,0.0
33.72170952542933,-117.89912904118826,0.031299999999999994,0.895663681121063,0.0,9.867044703,0.6521417274470702,23.293405663118005,0.0,0.40945072235188,0.0,0.0
33.72170952542933,-117.87285726721797,0.031299999999999994,0.895663681121063,0.0,9.867044703,0.6521417274470702,25.09233659542046,0.0,0.40945072235188,0.0,0.0
33.72170952542933,-117.84658549324767,0.031299999999999994,0.895663681121063,0.0,9.867044703,0.6521417274470702,27.011722639484262,0.0,0.40945072235188,0.0,0.0
33.72170952542933,-117.82031371927738,0.2157,0.2809990633364556,0.0,9.867044703,0.7279580661428597,28.92491718087193,0.146485093853515,0.233477559317362,0.165623849834376,0.831431726168568
33.72170952542933,-117.79404194530709,0.2157,0.2809990633364556,0.0,9.867044703,0.7279580661428597,30.948017972477533,0.146485093853515,0.233477559317362,0.165623849834376,0.831431726168568
33.72170952542933,-117.7677701713368,0.1972,0.3426655244482519,0.0,9.867044703,0.6904009091113646,33.05013046382117,0.119942196531792,0.218324368777781,0.263005780346821,0.409682080924855
33.72170952542933,-117.7414983973665,-0.1259,1.4196619344602186,0.0,9.867044703,0.6648983969598906,35.21004110706814,0.278425655976676,0.15656172261275,0.19533527696793,0.825072886297376
33.72170952542933,-117.7152266233962,-0.1259,1.4196619344602186,0.0,9.867044703,0.6648983969598906,37.413293999849124,0.278425655976676,0.15656172261275,0.19533527696793,0.825072886297376
33.72170952542933,-117.68895484942593,-0.1259,1.4196619344602186,0.0,9.867044703,0.6648983969598906,39.649884729993566,0.278425655976676,0.15656172261275,0.19533527696793,0.825072886297376
33.72170952542933,-117.66268307545562,-0.1259,1.4196619344602186,0.0,9.867044703,0.6648983969598906,41.91272099760517,0.278425655976676,0.15656172261275,0.19533527696793,0.825072886297376
