latitude,longitude,env_exposure_index,canopy_gap,cva_population,cva_sovi_score
33.78683810171732,-118.18811855486148,0.8480513994697044,0.2501,4529.0,5.49
34.04735240686928,-118.05675968501002,0.8383689796482424,0.2163,3829.0,-2.21
34.04735240686928,-118.03048791103971,0.8362491394549554,0.2108,3287.0,-2.25
33.76512857628799,-118.1618467808912,0.8318038606332134,0.1406,3989.0,-4.3
34.00393335601062,-118.1355750069209,0.8249829846630586,0.2252,4515.0,-2.85
33.78683810171732,-118.1355750069209,0.8246785089171097,0.1607,5528.0,-2.51
33.9170952542933,-118.39829274662384,0.8187167670517144,0.1842,3494.0,1.38
34.04735240686928,-118.26693387677236,0.8137431949316523,0.1944,4350.0,-1.87
33.85196667800531,-118.18811855486148,0.8128670018631173,0.1419,4324.0,0.71
33.93880477972263,-118.34574919868324,0.8105328433514285,0.2198999999999999,3956.0,3.35
33.78683810171732,-118.1618467808912,0.8088998225749673,0.1919,4350.0,-0.18
33.76512857628799,-118.1355750069209,0.8087397652354729,0.1046999999999999,3135.0,-1.3
33.87367620343464,-118.1618467808912,0.8065982201435293,0.2588,6502.0,0.95
33.87367620343464,-118.39829274662384,0.80582741433671,0.1131,4457.0,-1.03
33.7,-118.29320565074266,0.8049174971918375,0.1605,3494.0,-0.93
33.7,-118.26693387677236,0.8049174971918375,0.1605,3494.0,-0.93
34.15590003401593,-118.1355750069209,0.8043187785729321,0.0950999999999999,3825.0,0.89
33.96051430515196,-118.18811855486148,0.8040907381102476,0.2108,4395.0,1.76
33.9170952542933,-118.34574919868324,0.802948389867332,0.1805999999999999,4255.0,-0.72
33.98222383058129,-118.1355750069209,0.8015512321620556,0.2701,4176.0,2.56
33.98222383058129,-118.1618467808912,0.8015512321620556,0.2701,4176.0,2.56
33.87367620343464,-118.37202097265354,0.8006771100263693,0.1681,4968.0,-3.11
33.96051430515196,-118.08303145898032,0.7998871531352618,0.2018,6820.0,1.03
33.96051430515196,-118.05675968501002,0.7998871531352618,0.2018,6820.0,1.03
33.85196667800531,-118.21439032883178,0.7992604316298688,0.1934,3356.0,0.67
34.00393335601062,-118.1618467808912,0.796068131671643,0.265,4515.0,-2.85
34.04735240686928,-118.24066210280208,0.7951595057117793,0.193,3971.0,-0.02
33.9170952542933,-118.26693387677236,0.7945819399493191,0.2163,4694.0,1.37
33.93880477972263,-118.05675968501002,0.7927011825875775,0.2633,4370.0,2.61
33.98222383058129,-118.37202097265354,0.7912345329976005,0.1523,7210.0,-2.61
34.02564288143995,-117.82031371927738,0.791175365433584,0.2485,4881.0,-1.66
33.93880477972263,-118.29320565074266,0.7905397609784518,0.2345,3905.0,0.9
34.00393335601062,-118.34574919868324,0.7905226508801146,0.1362999999999999,5645.0,-3.58
33.9170952542933,-118.31947742471296,0.7899607389143851,0.1977,3986.0,-2.35
33.87367620343464,-118.18811855486148,0.7882710786670818,0.2334,7585.0,2.19
33.87367620343464,-118.08303145898032,0.7868422022266243,0.2300999999999999,3053.0,-0.03
33.83025715257598,-118.1355750069209,0.7865949495275002,0.214,6046.0,-1.89
33.83025715257598,-118.18811855486148,0.7845765050621749,0.1001,3134.0,-2.54
34.00393335601062,-117.89912904118826,0.7845343536441562,0.2527,6064.0,1.02
34.00393335601062,-117.92540081515855,0.7845343536441562,0.2527,6064.0,1.02
33.98222383058129,-118.21439032883178,0.7843719320410574,0.1494,2533.0,2.0
34.15590003401593,-118.1093032329506,0.7838095867147359,0.0273999999999999,5306.0,-1.28
33.83025715257598,-118.26693387677236,0.7835760907637171,0.19,6337.0,2.59
34.15590003401593,-117.7414983973665,0.7830194654100895,0.0512999999999999,2979.0,-1.94
34.15590003401593,-117.68895484942593,0.7830194654100895,0.0512999999999999,2979.0,-1.94
33.89538572886397,-118.26693387677236,0.7830028078164523,0.2657,3180.0,-1.77
34.02564288143995,-117.97794436309914,0.7828595355595505,0.2527,2004.0,-2.59
34.02564288143995,-118.18811855486148,0.7820456178853563,0.1805999999999999,4401.0,2.87
33.89538572886397,-118.18811855486148,0.7793143992143368,0.2150999999999999,3543.0,3.0
33.80854762714665,-118.21439032883178,0.7788759532851883,0.1704,5799.0,0.8
